date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:05:30	10310/10310	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2011%20Apr%202014%2019:54:40%20GMT	http://nimbletechng.com/wp-content/themes/salient/css/fonts/Lovelo_Black.eot	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/themes/salient/css/fonts/Lovelo_Black.eot	(from http://nimbletechng.com/)
10:05:31	12436/12436	---M--	200	added ('OK')	font/woff	date:Fri,%2011%20Apr%202014%2019:54:36%20GMT	http://nimbletechng.com/wp-content/themes/salient/css/fonts/Lovelo_Black.woff	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/themes/salient/css/fonts/Lovelo_Black.woff	(from http://nimbletechng.com/)
10:05:31	96874/96874	---M--	200	added ('OK')	application/javascript	date:Thu,%2005%20Sep%202019%2008:42:38%20GMT	http://nimbletechng.com/wp-includes/js/jquery/jquery.js?ver=1.12.4	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-includes/js/jquery/jqueryb8ff.js	(from http://nimbletechng.com/)
10:05:32	43547/43547	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2011%20Apr%202014%2019:54:40%20GMT	http://nimbletechng.com/wp-content/themes/salient/css/fonts/Lovelo_Black.svg	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/themes/salient/css/fonts/Lovelo_Black.svg	(from http://nimbletechng.com/)
10:05:33	886/886	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Aug%202017%2001:33:20%20GMT	http://nimbletechng.com/wp-content/uploads/2017/08/Artboard-4-50x50.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2017/08/Artboard-4-50x50.png	(from http://nimbletechng.com/)
10:05:33	1081/1081	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Aug%202017%2001:33:20%20GMT	http://nimbletechng.com/wp-content/uploads/2017/08/Artboard-4.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2017/08/Artboard-4.png	(from http://nimbletechng.com/)
10:05:34	10310/10310	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2011%20Apr%202014%2019:54:40%20GMT	http://nimbletechng.com/wp-content/themes/salient/css/fonts/Lovelo_Black.eot?	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/themes/salient/css/fonts/Lovelo_Blackd41d.eot	(from http://nimbletechng.com/)
10:05:34	2663/2663	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202017%2002:04:30%20GMT	http://nimbletechng.com/wp-content/uploads/2017/08/Nimble-tech-white-icon-logo104X105.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2017/08/Nimble-tech-white-icon-logo104X105.png	(from http://nimbletechng.com/)
10:05:35	2648/2648	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202017%2002:08:53%20GMT	http://nimbletechng.com/wp-content/uploads/2017/08/Nimble-tech-white-icon-logo-200px.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2017/08/Nimble-tech-white-icon-logo-200px.png	(from http://nimbletechng.com/)
10:05:35	3808/3808	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202017%2002:21:00%20GMT	http://nimbletechng.com/wp-content/uploads/2017/08/Nimbletech_icon_grey_100px.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2017/08/Nimbletech_icon_grey_100px.png	(from http://nimbletechng.com/)
10:05:35	30156/30156	---M--	200	added ('OK')	font/ttf	date:Fri,%2011%20Apr%202014%2019:54:38%20GMT	http://nimbletechng.com/wp-content/themes/salient/css/fonts/Lovelo_Black.ttf	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/themes/salient/css/fonts/Lovelo_Black.ttf	(from http://nimbletechng.com/)
10:05:36	24817/24817	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Aug%202017%2000:20:23%20GMT	http://nimbletechng.com/wp-content/uploads/2017/08/Nimble-tech-logo-WHITE-07.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2017/08/Nimble-tech-logo-WHITE-07.png	(from http://nimbletechng.com/)
10:05:36	7900/7900	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202017%2002:21:01%20GMT	http://nimbletechng.com/wp-content/uploads/2017/08/Nimbletech_icon_grey_200px.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2017/08/Nimbletech_icon_grey_200px.png	(from http://nimbletechng.com/)
10:05:37	9812/9812	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Aug%202017%2002:06:44%20GMT	http://nimbletechng.com/wp-content/uploads/2013/06/White-RedBG.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2013/06/White-RedBG.png	(from http://nimbletechng.com/)
10:05:54	105498/105498	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202017%2003:45:37%20GMT	http://nimbletechng.com/wp-content/uploads/2017/08/Fibre.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2017/08/Fibre.png	(from http://nimbletechng.com/)
10:06:02	152684/152684	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202017%2003:46:19%20GMT	http://nimbletechng.com/wp-content/uploads/2017/08/Antenanimbme-1.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2017/08/Antenanimbme-1.png	(from http://nimbletechng.com/)
10:06:17	262252/262252	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Aug%202017%2000:03:11%20GMT	http://nimbletechng.com/wp-content/uploads/2017/08/pattern-1.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2017/08/pattern-1.png	(from http://nimbletechng.com/)
10:06:24	296131/296131	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Aug%202017%2003:17:21%20GMT	http://nimbletechng.com/wp-content/uploads/2017/08/Satalite.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2017/08/Satalite.png	(from http://nimbletechng.com/)
10:06:45	259531/259531	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Aug%202017%2023:57:44%20GMT	http://nimbletechng.com/wp-content/uploads/2017/08/Computing__Networking.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2017/08/Computing__Networking.png	(from http://nimbletechng.com/)
10:06:51	208978/208978	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Aug%202017%2023:57:50%20GMT	http://nimbletechng.com/wp-content/uploads/2017/08/Data__storage.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2017/08/Data__storage.png	(from http://nimbletechng.com/)
10:06:54	56003/56003	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Sep%202017%2009:08:48%20GMT	http://nimbletechng.com/wp-content/uploads/2017/08/OFFICE-1.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2017/08/OFFICE-1.png	(from http://nimbletechng.com/)
10:06:56	3963/3963	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Aug%202017%2020:33:27%20GMT	http://nimbletechng.com/wp-content/uploads/2013/06/Jul.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2013/06/Jul.png	(from http://nimbletechng.com/)
10:06:56	1973/1973	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202017%2001:15:40%20GMT	http://nimbletechng.com/wp-content/uploads/2017/08/Agro_Nig.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2017/08/Agro_Nig.png	(from http://nimbletechng.com/)
10:06:57	205073/205073	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Aug%202017%2023:57:32%20GMT	http://nimbletechng.com/wp-content/uploads/2017/08/Survillance.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2017/08/Survillance.png	(from http://nimbletechng.com/)
10:06:57	4023/4023	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202017%2001:04:31%20GMT	http://nimbletechng.com/wp-content/uploads/2017/08/3_Cnet_nimble.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2017/08/3_Cnet_nimble.png	(from http://nimbletechng.com/)
10:06:58	3649/3649	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202017%2001:04:31%20GMT	http://nimbletechng.com/wp-content/uploads/2017/08/Bankerswarehouse_Nimble.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2017/08/Bankerswarehouse_Nimble.png	(from http://nimbletechng.com/)
10:06:58	4687/4687	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202017%2001:01:00%20GMT	http://nimbletechng.com/wp-content/uploads/2017/08/GCM_Nimble.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2017/08/GCM_Nimble.png	(from http://nimbletechng.com/)
10:06:59	1988/1988	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202017%2001:15:40%20GMT	http://nimbletechng.com/wp-content/uploads/2017/08/Lifeflourmill_nimble.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2017/08/Lifeflourmill_nimble.png	(from http://nimbletechng.com/)
10:06:59	4827/4827	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202017%2000:59:29%20GMT	http://nimbletechng.com/wp-content/uploads/2017/08/zeta_web_logo_nimble.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2017/08/zeta_web_logo_nimble.png	(from http://nimbletechng.com/)
10:07:00	3112/3112	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Aug%202017%2022:16:31%20GMT	http://nimbletechng.com/wp-content/uploads/2013/06/Cisco.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2013/06/Cisco.png	(from http://nimbletechng.com/)
10:07:00	3527/3527	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Aug%202017%2022:38:08%20GMT	http://nimbletechng.com/wp-content/uploads/2013/06/Dell.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2013/06/Dell.png	(from http://nimbletechng.com/)
10:07:01	2603/2603	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Aug%202017%2023:02:58%20GMT	http://nimbletechng.com/wp-content/uploads/2013/06/NetApp.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2013/06/NetApp.png	(from http://nimbletechng.com/)
10:07:01	4742/4742	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Oct%202017%2010:57:15%20GMT	http://nimbletechng.com/wp-content/uploads/2017/08/Mobiwork.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2017/08/Mobiwork.png	(from http://nimbletechng.com/)
10:07:02	3099/3099	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Aug%202017%2023:02:51%20GMT	http://nimbletechng.com/wp-content/uploads/2013/06/Symnatec.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2013/06/Symnatec.png	(from http://nimbletechng.com/)
10:07:02	436459/436459	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Sep%202017%2015:45:38%20GMT	http://nimbletechng.com/wp-content/uploads/2017/08/BACKGROUND-VOICE-SERVICESff.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2017/08/BACKGROUND-VOICE-SERVICESff.png	(from http://nimbletechng.com/)
10:07:02	2836/2836	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Aug%202017%2023:02:52%20GMT	http://nimbletechng.com/wp-content/uploads/2013/06/Acer.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2013/06/Acer.png	(from http://nimbletechng.com/)
10:07:02	3144/3144	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Aug%202017%2023:02:53%20GMT	http://nimbletechng.com/wp-content/uploads/2013/06/APC.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2013/06/APC.png	(from http://nimbletechng.com/)
10:07:03	3020/3020	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Aug%202017%2023:02:54%20GMT	http://nimbletechng.com/wp-content/uploads/2013/06/Dlink.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2013/06/Dlink.png	(from http://nimbletechng.com/)
10:07:03	3465/3465	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Aug%202017%2023:02:55%20GMT	http://nimbletechng.com/wp-content/uploads/2013/06/HP.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2013/06/HP.png	(from http://nimbletechng.com/)
10:07:04	3113/3113	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Aug%202017%2023:02:56%20GMT	http://nimbletechng.com/wp-content/uploads/2013/06/Kaspersky.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2013/06/Kaspersky.png	(from http://nimbletechng.com/)
10:07:04	2719/2719	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Aug%202017%2023:02:56%20GMT	http://nimbletechng.com/wp-content/uploads/2013/06/Lenovo.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2013/06/Lenovo.png	(from http://nimbletechng.com/)
10:07:04	2660/2660	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Aug%202017%2023:02:57%20GMT	http://nimbletechng.com/wp-content/uploads/2013/06/MS.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2013/06/MS.png	(from http://nimbletechng.com/)
10:07:05	3929/3929	---M--	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2006:24:46%20GMT	http://nimbletechng.com/wp-includes/js/jquery/ui/core.min.js?ver=1.11.4	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-includes/js/jquery/ui/core.mine899.js	(from http://nimbletechng.com/)
10:07:06	6832/6832	---M--	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2006:24:46%20GMT	http://nimbletechng.com/wp-includes/js/jquery/ui/widget.min.js?ver=1.11.4	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-includes/js/jquery/ui/widget.mine899.js	(from http://nimbletechng.com/)
10:07:06	14490/14490	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Aug%202017%2000:20:23%20GMT	http://nimbletechng.com/wp-content/uploads/2017/08/Nimble-tech-logo-WHITE-07-300x169.png	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/uploads/2017/08/Nimble-tech-logo-WHITE-07-300x169.png	(from http://nimbletechng.com/)
10:07:06	6440/6440	---M--	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2006:24:46%20GMT	http://nimbletechng.com/wp-includes/js/jquery/ui/position.min.js?ver=1.11.4	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-includes/js/jquery/ui/position.mine899.js	(from http://nimbletechng.com/)
10:07:07	627/627	---M--	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2006:24:47%20GMT	http://nimbletechng.com/wp-includes/js/wp-a11y.min.js?ver=4.9.24	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-includes/js/wp-a11y.min578a.js	(from http://nimbletechng.com/)
10:07:08	9543/9543	---M--	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2006:24:46%20GMT	http://nimbletechng.com/wp-includes/js/jquery/ui/menu.min.js?ver=1.11.4	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-includes/js/jquery/ui/menu.mine899.js	(from http://nimbletechng.com/)
10:07:08	1019/1019	---M--	200	added ('OK')	application/javascript	date:Fri,%2027%20Jun%202014%2022:21:20%20GMT	http://nimbletechng.com/wp-content/themes/salient/nectar/assets/functions/ajax-search/wpss-search-suggest.js	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/themes/salient/nectar/assets/functions/ajax-search/wpss-search-suggest.js	(from http://nimbletechng.com/)
10:07:08	8227/8227	---M--	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2006:24:46%20GMT	http://nimbletechng.com/wp-includes/js/jquery/ui/autocomplete.min.js?ver=1.11.4	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-includes/js/jquery/ui/autocomplete.mine899.js	(from http://nimbletechng.com/)
10:07:10	14710/14710	---M--	200	added ('OK')	application/javascript	date:Wed,%2010%20Oct%202018%2013:09:52%20GMT	http://nimbletechng.com/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.0.4	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/plugins/contact-form-7/includes/js/scripts5560.js	(from http://nimbletechng.com/)
10:07:12	7692/7692	---M--	200	added ('OK')	application/javascript	date:Fri,%2027%20Jun%202014%2004:32:22%20GMT	http://nimbletechng.com/wp-content/themes/salient/js/superfish.js?ver=1.4.8	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/themes/salient/js/superfishb493.js	(from http://nimbletechng.com/)
10:07:14	35800/35800	---M--	200	added ('OK')	application/javascript	date:Fri,%2026%20Feb%202016%2021:45:06%20GMT	http://nimbletechng.com/wp-content/themes/salient/js/prettyPhoto.js?ver=7.0.1	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/themes/salient/js/prettyPhotof0a0.js	(from http://nimbletechng.com/)
10:07:17	54795/54795	---M--	200	added ('OK')	application/javascript	date:Tue,%2003%20Nov%202015%2018:57:52%20GMT	http://nimbletechng.com/wp-content/themes/salient/js/caroufredsel.min.js?ver=7.0.1	C:/Users/Jerry/Desktop/StratEdge%20Solutions/www.nimbletechng.com/nimbletechng.com/wp-content/themes/salient/js/caroufredsel.minf0a0.js	(from http://nimbletechng.com/)
